Company,Time,Net Income,Cash from Operations,Cash from Investing,Cash from Financing,Net Change in Cash,Levered Free Cash Flow,Unlevered Free Cash Flow,Free Cash Flow / Share,Price_Change
SLB,2013-12-01,1242.0,3628.0,-373.0,-1860.0,1367.0,2620.8,2652.6,2.88,20.81
TXN,2015-12-01,165.0,343.0,75.0,-189.0,229.0,-354.5,-357.0,0.28,1.34
TOT,2018-12-01,2815.0,2384.0,-3314.0,-8385.0,-13866.0,5115.4,5390.4,-0.53,-3.1
VALE,2013-12-01,-4780.2,-2501.3,4888.5,-5071.8,-2367.9,-235.1,-281.1,0.11,-4.16
PH,2012-06-01,102.7,363.5,-130.9,92.3,99.0,191.5,187.2,2.71,-12.86
PM,2017-12-01,-932.0,835.0,-2249.0,2644.0,3280.0,-20.9,-4.0,0.29,14.16
MAS,2017-12-01,40.0,-38.0,99.0,532.0,682.0,-111.8,-80.5,-0.03,12.32
SCL,2019-12-01,-8.0,47.3,-4.9,-38.9,13.9,42.0,41.3,1.23,28.44
JWN,2013-02-01,52.0,-67.0,359.0,-1255.0,-963.0,290.6,301.3,-0.18,4.52
EIG,2013-12-01,-43.1,35.3,-75.7,45.9,5.4,35.4,35.2,1.18,11.07
TROW,2015-12-01,-6.6,186.6,552.4,-1180.9,-441.9,232.2,232.2,0.73,-12.28
AVY,2015-01-01,31.9,35.3,-509.8,222.7,-259.6,-393.4,-391.8,0.52,2.08
GE,2012-12-01,-510.0,-2088.0,-8580.0,-4211.0,-12760.0,-7256.3,-7222.6,0.22,2.96
CMC,2011-08-01,75.7,-17.2,72.1,-231.6,-170.6,11.6,8.8,0.32,-1.27
BG,2013-12-01,242.0,2682.0,538.0,-2771.0,439.0,3000.6,3043.6,18.67,9.42
VFF,2013-12-01,2.6,-1.1,7.2,9.7,16.0,16.4,16.7,0.2,0.51
ROL,2016-12-01,15.3,30.1,-6.9,-39.2,-18.0,-5.8,-5.8,0.11,5.29
CPRT,2011-07-01,14.8,43.5,11.5,-355.4,-299.7,47.5,49.9,0.2,1.75
ANTM,2015-12-01,-9.7,842.6,-176.6,-1270.8,-603.0,2189.6,2216.3,3.97,13.77
TSCO,2014-12-01,42.7,75.5,49.0,-220.3,-95.7,138.3,139.1,0.97,1.24
AAP,2012-12-01,-7.0,-143.5,17.0,668.1,541.5,-171.3,-172.5,-1.74,2.72
HPQ,2018-10-01,2801.0,851.0,1001.0,-4392.0,-2540.0,640.4,642.3,0.53,2.59
ROK,2015-09-01,0.8,154.4,236.5,-86.3,245.6,366.5,369.2,1.45,-8.41
BLK,2014-12-01,362.0,-555.0,722.0,1531.0,1549.0,-1887.0,-1873.8,-2.89,41.09
WAB,2018-12-01,32.6,125.9,886.2,2075.5,3018.7,-2398.3,-2378.2,1.27,-11.18
CNX,2019-12-01,-877.2,94.8,-252.7,649.1,491.1,197.2,201.2,-0.02,-2.57
VRSN,2015-12-01,19.9,69.0,-609.6,723.6,184.7,640.8,652.9,1.08,30.36
J,2014-09-01,-95.0,273.2,-1361.7,364.6,-747.7,186.9,185.9,2.13,-9.36
ANSS,2016-12-01,13.1,-9.7,29.8,11.3,42.2,-11.2,-11.2,0.04,-0.01
DUK,2019-12-01,1082.0,1023.0,-1897.0,770.0,-104.0,-605.4,-536.6,-0.89,4.91
FSM,2018-12-01,-32.3,13.3,-165.8,-40.8,-193.2,-84.8,-85.2,-0.53,-1.58
MBT,2016-12-01,99.7,118.5,1090.0,-966.0,147.1,92.1,113.6,0.2,2.81
TXT,2011-12-01,156.0,79.0,-706.0,1542.0,915.0,854.5,854.5,-0.3,-7.8
MMM,2017-12-01,-192.0,-422.0,-1683.0,1971.0,55.0,-711.7,-634.9,-0.52,56.8
SLF,2013-12-01,-681.7,-165.3,-48.4,78.9,38.5,-58853.1,-58875.6,-0.1,8.8
ELP,2019-12-01,131.6,275.2,141.3,-404.0,12.5,485.3,485.0,1.72,9.11
FE,2018-12-01,3072.0,-2398.0,-295.0,2096.0,-597.0,-748.2,-680.0,-4.88,6.93
TSCO,2016-12-01,26.7,194.5,-133.4,-83.7,-22.6,151.5,153.3,1.58,-9.69
UHS,2018-12-01,27.4,27.1,-62.5,27.0,-12.9,-184.0,-177.0,-0.76,3.21
CMCSA,2011-12-01,525.0,3166.0,-6797.0,-6046.0,-9677.0,9685.0,9903.1,0.46,0.88
SJM,2015-04-01,-220.3,-116.9,-1225.4,1432.8,75.0,-234.5,-234.3,-0.79,19.24
BF.B,2014-04-01,68.0,112.0,-30.0,288.0,367.0,117.8,111.6,0.15,7.54
PKI,2018-12-01,-54.7,22.5,1106.7,-961.4,138.1,33.3,46.9,-0.3,5.43
CB,2013-12-01,1052.0,27.0,-1003.0,941.0,-37.0,-2388.1,-2372.5,0.04,23.73
SBOW,2017-12-01,-623.3,101.8,-226.1,161.0,36.7,-165.1,-176.3,-1.84,-3.98
MHK,2013-12-01,98.5,-62.4,-594.7,110.0,-589.3,-584.7,-573.8,-3.29,58.43
SFTBF,2018-03-01,-1596.0,-3236.2,-4354.6,22151.1,14308.5,5437.5,5849.6,-2.24,2.23
NVR,2015-12-01,101.3,42.2,18.1,140.5,200.7,36.0,36.2,16.08,367.67
WST,2019-12-01,34.8,78.6,-127.2,43.9,0.2,43.0,43.1,0.76,52.3
V,2019-09-01,1779.0,-157.0,2493.0,-1271.0,889.0,-1218.4,-1267.7,0.04,21.92
PEG,2011-12-01,-61.0,1393.0,400.0,-1169.0,624.0,2520.3,2522.2,2.9,1.2
SYY,2014-06-01,-60.9,-18.8,335.1,-41.7,277.4,-29.0,-37.9,-0.05,3.29
ULTA,2020-02-01,47.3,145.2,-256.4,-37.5,-148.7,118.8,118.8,3.24,-55.4
SBUX,2012-09-01,138.1,137.9,45.5,-137.5,56.4,-264.7,-265.1,-0.13,4.18
ABT,2014-12-01,-292.0,351.0,3727.0,3954.0,7915.0,1625.2,1628.2,0.31,6.69
BF.B,2016-04-01,383.0,-84.0,558.0,-529.0,-40.0,119.4,131.2,-0.09,2.39
STX,2014-06-01,-268.0,-489.0,503.0,911.0,925.0,-191.5,-203.3,-0.18,11.99
WRB,2017-12-01,-52.8,-137.5,461.0,-228.2,123.5,-170.7,-166.8,-1.16,3.97
THS,2018-12-01,215.1,-0.2,-1.1,-32.7,-39.2,-111.5,-106.6,-0.17,1.25
XRAY,2015-12-01,-71.7,-63.0,83.8,33.3,56.4,-130.8,-131.8,-0.17,7.58
IDXX,2012-12-01,16.5,4.5,36.1,-27.6,13.1,9.9,10.1,0.02,7.92
PEIX,2017-12-01,-36.4,-0.7,-35.8,9.1,-27.5,4.7,0.0,-0.06,-4.95
UNH,2018-12-01,1428.0,2117.0,-3786.0,-924.0,-2666.0,-1666.4,-1532.6,2.16,28.66
NWL,2016-12-01,177.8,1247.5,-8174.9,7183.3,237.3,-3005.0,-2794.7,1.9,0.57
IVZ,2017-12-01,273.1,503.8,31.5,-301.1,592.0,-2572.6,-2551.9,1.34,6.2
CAG,2018-05-01,169.1,-216.0,-392.2,1062.2,423.3,-394.6,-417.5,-0.41,-1.48
UAA,2012-12-01,31.9,184.6,42.5,-33.5,195.0,211.9,212.8,0.52,3.23
DXCM,2016-12-01,-8.0,7.2,-4.4,-8.7,-5.9,7.7,8.0,-0.19,-22.2
V,2018-09-01,3602.0,3624.0,-3819.0,-4866.0,-5398.0,3196.6,3227.2,1.71,44.85
PFG,2015-12-01,89.9,1274.2,-1994.9,1929.5,1208.8,-21.5,4.8,4.39,-6.96
STKL,2016-01-01,-35.6,6.4,-545.7,532.2,-7.4,-139.6,-141.3,-0.11,-4.54
ETR,2015-12-01,-1117.3,-598.4,345.7,-501.3,-754.0,-450.7,-444.8,-5.29,-19.12
BLK,2015-12-01,51.0,-83.0,-704.0,-203.0,-973.0,-155.8,-173.3,-1.23,-17.04
ODFL,2017-12-01,168.0,-29.3,39.7,108.2,118.6,17.3,15.8,0.07,30.51
BF.B,2019-04-01,118.0,147.0,30.0,-133.0,11.0,-65.5,-53.0,0.33,-2.75
CMS,2017-12-01,-91.0,76.0,47.0,-145.0,-22.0,-28.7,-28.7,0.29,5.68
BRK.B,2018-12-01,-40919.0,-8328.0,8160.0,-4414.0,-4970.0,-29550.0,-29883.2,-6777.02,5.96
ADM,2012-06-01,-813.0,5235.0,553.0,-4681.0,1107.0,5829.5,5822.7,7.72,-0.63
JSAIY,2018-03-01,-31.2,486.0,262.5,229.6,978.0,-199.8,-192.5,0.18,-0.09
TIF,2020-01-01,-45.3,139.1,-249.4,366.4,260.2,121.2,124.3,0.86,45.29
BDX,2017-09-01,124.0,-9.0,-214.0,12738.0,12521.0,116.0,199.1,-0.44,16.22
ORAN,2012-12-01,-3978.9,-3525.5,1984.9,-2971.8,-4376.9,-5064.4,-4983.0,-1.4,-4.61
OMC,2016-12-01,54.7,-247.1,-218.1,458.0,179.9,70.0,87.9,-0.67,9.45
MET,2018-12-01,1113.0,-545.0,11242.0,-1895.0,8296.0,-1727.1,-1731.5,0.14,-9.5
WBA,2011-08-01,623.0,-101.0,-251.0,235.0,-117.0,24.9,24.8,-0.12,8.33
MCD,2019-12-01,101.1,1155.4,-616.0,954.8,1630.3,1311.2,1399.2,2.13,20.04
NTES,2019-12-01,2155.7,522.2,-1206.5,-75.3,-767.3,1162.7,1162.7,8.09,71.27
INTU,2012-07-01,158.0,233.0,-722.0,-338.0,-837.0,198.0,191.7,0.99,11.32
PAAS,2017-12-01,20.9,9.8,-37.9,-23.3,-51.8,63.2,61.9,0.33,0.49
XLNX,2013-03-01,-42.6,-170.2,449.4,-10.9,268.2,-134.1,-134.2,-0.48,1.69
GILD,2016-12-01,-4607.0,-4203.0,490.0,-3841.0,-7446.0,-984.5,-812.0,-1.83,-29.58
HPQ,2011-10-01,-1687.0,717.0,-2600.0,1347.0,-536.0,1784.3,1847.5,0.51,-7.01
AVGO,2015-11-01,1101.0,1143.0,5644.0,-7188.0,-401.0,2025.8,2068.5,3.48,37.05
BRK.B,2015-12-01,4211.0,-519.0,-7675.0,1072.0,-6998.0,3849.6,4047.1,-860.04,-18.11
NYT,2018-12-01,121.4,70.4,-115.2,29.8,-16.5,-36.4,-35.5,0.47,3.79
JKHY,2016-06-01,37.7,-7.4,1.0,-149.6,-155.9,23.2,23.1,-0.27,22.57
PCAR,2011-12-01,584.7,41.2,-1951.9,1906.5,-62.9,496.5,504.1,-1.98,-16.36
FLIR,2013-12-01,-45.4,69.5,94.9,178.2,339.8,124.6,126.1,0.63,7.78
PFG,2013-12-01,106.1,-859.6,385.0,-2674.1,-3148.7,899.2,899.2,-2.88,20.79
ABT,2019-12-01,1319.0,-164.0,-459.0,6102.0,5579.0,-964.4,-1061.9,-0.25,14.53
ORCL,2014-05-01,30.0,697.0,-1583.0,4432.0,3498.0,247.2,320.4,0.32,8.24
MGM,2016-12-01,1548.1,528.9,-1481.1,777.3,-180.3,-61.6,-120.1,-0.43,6.11
RCL,2012-12-01,-589.1,-74.0,-338.7,496.9,90.4,-101.0,-117.6,-0.89,9.23
CAG,2015-05-01,-555.7,-64.0,489.9,-420.1,48.9,635.8,604.1,0.35,4.91
PSMT,2019-08-01,-1.1,50.8,29.1,-4.2,78.1,16.5,15.8,0.29,-26.42
TCEHY,2019-12-01,1956.8,5212.3,5401.1,-4250.3,6198.1,3781.0,4026.1,0.51,8.54
TGNA,2012-12-01,-34.4,-57.4,-62.1,141.8,24.2,11.0,-3.2,-0.24,2.23
RAD,2014-03-01,131.3,-117.6,-18.6,185.9,49.8,-8.5,-65.2,-3.73,87.4
LKQ,2012-12-01,50.9,-5.6,219.1,-154.3,58.9,32.9,37.4,-0.03,6.06
CPB,2012-07-01,-31.0,-22.0,-62.0,-220.0,-379.0,-211.6,-216.6,-0.16,0.06
SLF,2018-12-01,133.2,1230.7,64.5,-273.9,1346.9,638.6,627.5,2.19,-8.07
DTE,2015-12-01,-178.0,71.0,-144.0,66.0,-7.0,56.6,69.8,0.57,-6.18
ADM,2017-12-01,316.0,542.0,439.0,-449.0,532.0,18.9,42.0,0.24,-5.57
CSX,2011-12-01,291.0,230.0,-816.0,-186.0,-772.0,-214.5,-217.6,-0.14,-0.48
AMAT,2019-10-01,-332.0,-540.0,-1014.0,2813.0,1259.0,413.0,414.9,-0.13,21.38
ATO,2015-09-01,25.3,79.1,-131.6,62.9,10.3,23.8,19.1,-0.55,10.48
BR,2014-06-01,50.9,116.8,-98.3,114.3,136.1,99.9,106.2,1.0,15.06
MGM,2015-12-01,-297.8,-125.6,729.1,-566.0,46.6,-999.7,-1020.5,-1.2,1.34
PXD,2012-12-01,-642.5,307.3,-1695.2,653.6,-734.3,-989.6,-944.8,-4.09,17.11
FCX,2017-12-01,5971.0,929.0,-4874.0,111.0,-3789.0,2509.6,2447.7,1.55,5.77
EMR,2011-09-01,316.0,-59.0,1669.0,-1161.0,428.0,-273.6,-294.8,-0.24,-11.35
STE,2016-03-01,-24.3,8.7,-445.8,490.5,66.3,-29.9,-15.2,-0.9,0.78
NTES,2013-12-01,150.4,187.2,-186.2,76.9,78.2,-378.7,-378.7,1.44,37.03
CMCL,2016-12-01,3.7,16.1,-3.3,2.9,15.7,6.4,6.2,1.23,2.67
HPQ,2015-10-01,-459.0,-5307.0,-2742.0,7379.0,-670.0,-14467.6,-14467.6,-2.62,-4.05
HOG,2014-12-01,110.6,169.6,-175.8,-142.9,-158.4,-586.0,-619.1,0.77,-3.33
OXY,2017-12-01,1885.0,1477.0,1664.0,-1541.0,1600.0,1994.8,2025.4,3.45,2.43
ADBE,2018-11-01,896.8,1116.4,-4242.4,1178.1,-1958.1,705.4,714.6,2.13,75.65
FSI,2012-12-01,-1.3,0.5,0.7,1.0,2.2,1.7,1.6,0.09,-1.1
CMG,2013-12-01,49.4,108.8,-72.8,43.1,79.4,54.7,54.7,3.55,235.32
GTN,2018-12-01,-51.0,143.0,303.0,374.0,820.0,23.6,31.1,-0.2,-2.01
HIG,2016-12-01,-786.0,-690.0,464.0,603.0,183.0,10194.2,10178.6,-1.14,4.19
NDAQ,2011-12-01,-8.0,229.0,-28.0,270.0,470.0,3195.3,3206.9,1.33,0.78
SJM,2020-04-01,265.1,113.6,1652.7,-1387.7,381.1,393.6,381.8,1.77,-7.72
SMG,2018-09-01,-154.6,-20.7,-603.1,468.0,-157.0,-171.2,-164.7,-0.06,-18.61
HWKN,2020-03-01,4.0,10.9,-11.9,-8.2,-9.1,5.9,5.4,-0.07,-1.23
ABT,2013-12-01,-3387.0,-5990.0,1631.0,-6891.0,-11316.0,2204.0,2094.7,-3.37,6.99
JCI,2019-09-01,3512.0,-1314.0,10882.0,-6802.0,2753.0,547.4,501.1,-1.31,8.89
KMB,2012-12-01,159.0,1000.0,-503.0,-61.0,454.0,-86.3,-81.2,2.25,10.42
NRG,2012-12-01,98.0,-17.0,785.0,2066.0,2828.0,-1256.7,-1259.3,-4.85,4.87
BLL,2018-12-01,80.0,88.0,339.0,33.0,417.0,-530.5,-520.5,-0.45,8.13
ROL,2014-12-01,14.4,31.4,-58.7,-30.8,-62.9,16.7,16.7,0.06,1.27
JCI,2017-09-01,2479.0,-1808.0,-360.0,-406.0,-348.0,2504.7,2600.3,-1.7,-1.35
CCK,2015-12-01,3.0,44.0,-527.0,-39.0,-524.0,362.5,373.1,0.1,-0.2
PKG,2017-12-01,219.0,49.2,160.5,-287.2,-77.5,-78.1,-73.5,-0.21,35.73
SSRM,2013-12-01,-285.3,-52.0,-45.4,117.6,10.8,128.0,129.5,-0.32,-7.93
UAL,2015-12-01,6208.0,3358.0,-276.0,-899.0,2183.0,673.9,634.5,6.94,-9.59
ORAN,2011-12-01,-1483.6,-148.3,-215.0,4487.0,3884.3,-9020.1,-9298.5,-0.26,-5.42
NNA,2017-12-01,-141.8,-46.7,8.9,72.7,34.8,-2.1,-2.0,-4.69,-8.85
FLS,2011-12-01,40.3,-137.6,92.5,-96.1,-123.5,-148.0,-146.3,-0.86,-6.63
GE,2013-12-01,-584.0,-2761.0,17815.0,5499.0,18481.0,-61069.4,-61081.9,-0.05,6.76
TROW,2012-12-01,110.4,-45.6,-145.1,87.1,-103.6,50.6,48.6,-0.13,8.82
DIS,2016-10-01,1009.0,1751.0,-1513.0,-1419.0,-1002.0,1995.7,2051.4,0.93,-21.05
FDS,2013-08-01,9.8,37.8,38.4,-79.7,0.2,26.7,26.7,1.05,10.08
ILMN,2012-12-01,64.7,-66.2,251.0,-107.8,77.0,-50.1,-51.1,-0.55,3.73
CTL,2014-12-01,1011.0,-371.0,71.0,303.0,3.0,572.4,601.5,-0.41,7.73
VAR,2014-09-01,-34.5,-6.2,-36.8,-647.1,-681.9,51.0,53.0,-0.04,4.77
CNX,2013-12-01,271.9,-69.3,798.4,-69.6,659.5,-20.9,-21.4,-1.39,5.94
NSC,2011-12-01,420.0,513.0,-316.0,-579.0,-382.0,-583.0,-587.4,-0.3,10.04
INT,2017-12-01,-296.6,-184.3,432.7,-702.5,-442.3,110.2,124.3,-2.96,-17.77
MSFT,2011-06-01,4390.0,2921.0,-3302.0,4915.0,4676.0,-2016.6,-1926.7,0.39,2.99
HFC,2014-12-01,-454.5,-110.6,234.4,321.6,445.5,-348.3,-363.6,-1.24,-10.14
NAT,2011-12-01,-71.5,-70.0,121.0,-31.1,20.1,49.9,50.0,0.74,-13.91
MMC,2018-12-01,158.0,535.0,-133.0,-301.0,-318.0,454.9,488.0,1.08,-1.64
KMX,2014-02-01,58.3,165.2,-81.4,88.0,171.8,411.6,410.5,0.32,10.02
FAST,2013-12-01,28.1,19.8,-94.6,93.1,17.0,-41.4,-41.3,-0.09,0.43
VOD,2014-03-01,98137.8,-3019.9,59967.8,-52921.2,3576.9,-4365.5,-4415.1,-0.09,17.46
YORW,2014-12-01,1.8,0.4,-4.8,-5.2,-9.7,-9.9,-10.0,-0.33,2.28
AKAM,2013-12-01,89.5,33.9,466.0,-7.2,489.1,-33.0,-33.0,-0.03,6.27
SJI,2018-12-01,21.2,-46.7,-1501.5,1532.5,-15.8,-239.8,-217.2,-1.46,-3.43
AES,2013-12-01,1026.0,-322.0,-879.0,731.0,-534.0,-193.5,-232.2,-0.26,3.81
NGG,2012-03-01,-399.7,-1036.1,3870.8,-2348.1,491.3,-1319.4,-1398.5,-0.45,5.26
MSCI,2018-12-01,203.9,208.6,82.9,-359.0,-83.0,152.5,162.7,2.54,20.89
ECL,2013-12-01,264.2,356.8,-1599.8,1101.0,-132.8,36.1,38.5,0.95,32.37
COST,2019-09-01,525.0,582.0,82.0,134.0,820.0,-26.7,-32.4,1.24,53.23
CTSH,2012-12-01,167.7,297.4,280.3,-87.5,489.3,96.6,96.6,0.42,4.78
HUM,2019-12-01,1024.0,3111.0,1809.0,-1510.0,3410.0,2615.4,2630.4,22.58,80.04
KMX,2015-02-01,104.8,-354.9,-24.0,-399.8,-778.8,-344.8,-348.7,-1.8,18.68
REED,2012-12-01,0.4,3.5,-0.1,-2.4,0.9,2.9,2.8,0.3,4.57
IAG,2011-12-01,544.0,169.1,593.6,-49.3,701.4,163.1,163.0,0.41,-1.95
NKE,2016-05-01,487.0,-1281.0,-859.0,-184.0,-2346.0,-1101.7,-1103.6,-0.83,4.38
LPX,2015-12-01,-12.7,82.1,-52.4,-0.5,26.1,76.9,77.8,0.35,1.45
RSG,2018-12-01,-241.5,332.1,101.1,-545.1,-111.9,-104.8,-90.4,0.85,4.48
DHI,2012-09-01,884.5,-311.1,-119.7,1323.8,893.0,-383.0,-403.1,-1.03,11.59
HAIN,2017-06-01,20.0,11.8,173.9,-135.9,58.1,31.9,29.6,0.11,-10.93
TU,2018-12-01,-67.9,-166.6,716.7,-681.0,-130.8,1507.3,1505.7,0.15,-9.46
CE,2012-12-01,-55.0,84.0,-59.0,302.0,335.0,268.9,246.4,1.43,0.26
COST,2016-08-01,-27.0,-993.0,135.0,-95.0,-485.0,-1705.6,-1700.0,-2.84,21.18
SWK,2017-12-01,259.3,-517.0,-1627.9,728.3,-1233.9,769.1,786.6,-4.23,55.0
LRCX,2012-06-01,-555.0,-382.0,749.6,-1219.7,-873.8,-347.7,-350.2,-2.95,-6.54
FDS,2014-08-01,12.9,-4.8,-50.3,-38.3,-87.8,3.2,3.2,0.1,25.05
CPB,2014-08-01,408.0,-120.0,2020.0,-2162.0,-235.0,274.8,266.6,-0.42,-1.98
CME,2012-12-01,-916.0,-126.6,-55.3,557.2,375.3,-17.2,-7.7,-0.28,3.1
CPRT,2018-07-01,23.7,43.0,47.3,-75.0,10.1,33.7,31.6,-0.33,25.9
NEM,2016-12-01,-849.0,138.0,1967.0,-2119.0,266.0,1338.4,1323.4,0.55,15.69
CXO,2015-12-01,-472.2,-215.8,16.0,428.8,229.0,-950.7,-940.9,-0.43,-6.89
AMD,2015-12-01,-257.0,-128.0,159.0,13.0,44.0,-80.2,-101.9,-0.16,0.2
LEG,2011-12-01,-23.3,-33.6,28.5,10.0,7.8,-12.0,-12.8,-0.2,0.28
CPE,2016-12-01,148.3,31.5,-607.1,1227.2,651.5,89.6,83.8,1.61,7.03
OXY,2018-12-01,2820.0,2808.0,-127.0,-759.0,1922.0,1088.3,1108.3,1.89,-12.28
KLAC,2011-06-01,582.2,375.4,-131.5,-83.9,176.4,271.6,271.4,2.17,10.13
ABMD,2019-03-01,146.8,59.7,64.3,-46.7,74.1,57.0,57.0,1.54,-5.4
BA,2013-12-01,685.0,671.0,-1397.0,-772.0,-1545.0,2235.8,2200.7,0.16,61.13
NOV,2017-12-01,2175.0,-128.0,243.0,546.0,701.0,-134.9,-136.7,-0.1,-1.42
LDOS,2014-01-01,-361.0,-35.0,757.0,-172.0,550.0,1533.2,1526.4,-0.59,25.07
ALB,2016-12-01,308.8,374.7,5081.1,-1101.6,4332.0,833.7,825.5,3.6,30.07
AME,2011-12-01,100.6,85.6,40.3,-30.7,90.3,30.8,32.2,0.29,1.9
PHM,2016-12-01,108.6,405.9,-436.6,512.3,481.6,-64.0,-64.0,1.16,0.56
NEE,2012-12-01,-12.0,-82.0,-3649.0,3608.0,-123.0,-4049.4,-4047.5,-6.99,8.31
NGG,2018-03-01,-4786.0,-233.8,9007.0,-11138.5,-2408.3,-381.6,-204.8,-0.38,-7.27
STC,2014-12-01,-33.2,-23.2,-0.2,44.2,20.5,976.6,976.8,-1.21,4.77
LUV,2019-12-01,-165.0,-906.0,1735.0,-494.0,335.0,-217.5,-224.4,0.41,7.5
MU,2018-08-01,9046.0,9247.0,-679.0,-8125.0,418.0,3083.5,2945.7,4.26,20.55
PPL,2014-12-01,607.0,547.0,966.0,-1048.0,161.0,1382.8,1423.4,0.87,5.79
CMI,2012-12-01,-203.0,-541.0,-430.0,331.0,-576.0,-816.2,-827.7,-3.22,20.33
TTWO,2018-03-01,106.2,85.6,-142.8,-231.7,-256.1,-683.6,-681.4,-0.6,38.51
HOG,2013-12-01,110.1,175.6,-307.6,596.9,457.3,1719.6,1712.2,0.76,20.41
AEE,2011-12-01,380.0,55.0,48.0,-316.0,-213.0,337.8,276.0,0.88,4.94
MHK,2016-12-01,315.1,416.1,1202.1,-1588.4,56.2,73.3,54.3,3.29,10.29
AAPL,2019-09-01,-4275.0,-8043.0,29830.0,-3100.0,18687.0,-4568.0,-4358.0,-0.19,-1.77
EMN,2011-12-01,221.0,50.0,300.0,-12.0,338.0,160.3,146.5,-1.11,-2.98
VRSN,2014-12-01,-189.2,21.5,123.8,-502.5,-356.1,-1232.6,-1226.7,0.88,-2.78
RE,2016-12-01,18.4,275.4,23.2,-8.3,352.1,-71.0,-70.9,7.95,33.31
UTL,2019-12-01,11.2,26.4,-3.4,-24.5,-1.5,-9.1,-9.0,0.65,11.18
LKQ,2014-12-01,69.9,-39.4,-415.4,335.3,-126.6,-266.9,-258.6,-0.31,-4.78
LNC,2014-12-01,271.0,1727.0,2905.0,-1211.0,3421.0,-1885.3,-1884.0,6.67,6.05
J,2016-09-01,-92.5,195.6,-43.5,236.3,466.7,-65.1,-67.7,1.84,11.58
CMCL,2019-12-01,31.2,0.4,1.2,-2.1,-0.7,0.6,0.7,0.06,3.17
EXPE,2016-12-01,-482.5,181.0,1653.3,-2095.2,-168.6,-505.3,-476.1,0.86,-11.02
CPYYY,2016-12-01,3162.0,-287.3,-88.5,1290.0,1003.0,-1706.4,-1752.9,0.0,-1.21
FDP,2019-12-01,88.4,-77.5,442.6,-350.9,15.8,9.9,10.7,-1.01,6.71
EMN,2018-12-01,-304.0,-114.0,180.0,-34.0,25.0,111.3,107.6,0.23,-19.53
JBHT,2013-12-01,32.0,26.4,-72.9,46.7,0.1,-35.9,-37.3,-0.23,17.59
AZO,2013-08-01,86.1,191.0,-152.5,-3.6,33.6,154.5,160.3,5.98,58.3
BIP,2018-12-01,181.0,-119.0,157.0,604.0,578.0,-21.4,58.0,-0.92,-10.28
CMCL,2012-12-01,-3.2,12.7,0.5,-2.5,10.3,22.5,22.4,1.29,0.31
SKM,2014-12-01,97.7,-1.7,-1000.2,30.4,-970.2,-1075.7,-1086.7,1.19,2.39
NBL,2014-12-01,236.0,569.0,-790.0,557.0,336.0,67.4,99.8,-0.97,-20.68
ITW,2016-12-01,136.0,3.0,-322.0,271.0,282.0,327.0,333.9,0.24,29.78
CENT,2013-09-01,-23.1,-117.5,19.4,28.9,-69.7,-81.0,-81.4,-2.15,-4.85
DHI,2016-09-01,135.6,-76.5,-17.2,-708.9,-802.6,-291.0,-290.8,-0.31,0.84
NVR,2012-12-01,51.2,262.9,39.3,1083.5,1385.7,331.3,335.1,52.11,234.0
NEWT,2014-12-01,-3.6,-19.4,6.1,23.7,10.4,5.7,3.7,-2.56,-0.8
VAR,2017-09-01,-180.8,42.8,-21.2,-146.6,-125.6,304.2,303.6,0.79,11.92
EMN,2013-12-01,728.0,169.0,2505.0,-2363.0,316.0,701.2,725.0,0.77,12.65
HD,2015-02-01,960.0,614.0,236.0,-419.0,359.0,587.2,661.6,0.7,32.72
AOS,2019-12-01,-74.2,7.3,46.6,147.3,201.2,26.6,28.3,0.24,4.94
STZ,2018-02-01,774.8,235.4,38.7,-466.4,-181.4,-112.1,-208.9,0.53,56.67
STKL,2015-01-01,21.6,-5.3,55.9,-51.0,-0.3,49.1,48.9,0.09,0.45
CTL,2018-12-01,-3122.0,3154.0,5793.0,-9379.0,-432.0,731.2,1166.2,2.39,-1.53
FNF,2015-12-01,-56.0,359.0,2039.0,-1253.0,1145.0,-924.6,-958.2,1.18,0.16
SKM,2015-12-01,-359.7,-158.5,926.6,-307.2,461.2,965.2,937.8,6.86,-6.86
DAR,2013-12-01,-21.8,-38.8,-741.6,1488.8,703.3,-67.1,-57.9,-0.39,4.84
KMX,2020-02-01,46.0,-399.6,-80.9,501.0,20.5,-178.2,-173.6,-2.64,25.21
XLNX,2017-04-01,77.2,187.8,917.9,-254.1,851.7,67.8,67.1,0.65,20.03
TEL,2016-09-01,-411.0,17.0,-2217.0,-1432.0,-3554.0,-1640.1,-1645.7,0.39,4.49
NGG,2014-03-01,857.7,1004.6,7091.4,-9076.4,-1045.0,822.0,942.4,0.27,10.77
EOG,2014-12-01,718.4,1319.8,-1198.8,246.2,327.2,136.5,115.2,0.24,8.15
EQT,2013-12-01,207.2,366.1,370.7,576.0,1312.8,92.1,65.8,0.08,19.08
AAP,2016-12-01,-13.8,-179.3,-8.6,241.9,58.3,-300.9,-304.4,-2.8,17.07
ALGN,2015-12-01,-1.8,11.1,35.2,-34.4,10.9,51.8,49.8,-0.2,9.94
MKC,2017-11-01,5.1,157.2,-4241.2,4127.5,62.6,176.5,201.3,1.01,10.98
KT,2011-12-01,89.5,-788.0,334.3,1020.9,584.4,-1531.8,-1545.3,-5.19,-5.16
ETR,2017-12-01,995.2,-375.2,9.0,122.8,-243.5,-58.5,-57.7,-1.68,7.92
