Company,Time,Total Assets,Total Liabilities,Total Equity,Total Shares Out. on Filing Date,Book Value / Share,Tangible Book Value,Tangible Book Value Per Share,Total Debt,Net Debt,Total Revenues,Operating Income,Revenue Per Share,Basic EPS,Normalized Basic EPS,Dividend Per Share,EBITA,EBIT,Normalized Net Income,Net Income,Cash from Operations,Cash from Investing,Cash from Financing,Net Change in Cash,Levered Free Cash Flow,Unlevered Free Cash Flow,Free Cash Flow / Share,Price
LB,2017-01-01,8170.0,8897.0,-727.0,285.0,-2.55,-2488.0,-8.70,5736.0,3797.0,12574.0,2038.0,43.81,4.03,3.60,2.40,2038.0,2038.0,1034.4,1158.0,1990.0,-833.0,-1765.0,-614.0,820.5,1066.8,3.48,60.21
NVDA,2016-01-01,7370.0,2901.0,4469.0,542.0,8.29,3685.0,6.84,1434.0,-3603.0,5010.0,878,9.23,1.13,1.01,0.40,951,878,546.3,614,1175.0,-400.0,-676.0,99,975.4,975.8,2.01,29.29
DGX,2018-12-01,11003.0,5659.0,5344.0,134.3,38.64,-2554.0,-18.92,4084.0,3949.0,7531.0,1214.0,55.38,5.39,4.60,2.03,1304.0,1214.0,626.1,736.0,1200.0,-801.0,-401.0,-2.0,527.1,632.8,6.01,83.27
EXPE,2015-12-01,15485.7,9897.4,5588.2,150.6,32.37,-6406.5,-42.64,3585.1,1875.1,6672.3,468.1,51.26,5.87,2.21,0.84,624.5,468.1,288.1,764.5,1368.0,-2371.3,1404.2,273.6,1335.0,1413.9,4.46,124.3
TEL,2019-09-01,19694.0,9124.0,10570.0,334.5,31.54,3234.0,9.65,3965.0,3038.0,13448.0,2261.0,39.79,5.46,4.09,1.80,2441.0,2261.0,1383.1,1844.0,2422.0,-692.0,-1643.0,79,1633.6,1676.1,4.95,93.18
FE,2013-12-01,50424.0,37729.0,12695.0,418.7,30.32,6274.0,14.99,20650.0,20432.0,14434.0,2377.0,34.53,0.94,2.24,2.20,2377.0,2377.0,935.6,392,2662.0,-3093.0,477,46,-878.5,-290.4,-0.54,32.98
CPB,2016-07-01,7837.0,6304.0,1533.0,307.9,4.95,-1890.0,-6.14,3577.0,3281.0,7961.0,1150.0,25.76,1.82,2.10,1.25,1170.0,1150.0,650.0,563,1491.0,-354.0,-1099.0,43,978.9,1050.8,3.72,62.27
MLM,2011-12-01,3147.8,1699.0,1448.9,45.6,30.82,738.5,16.15,1060.1,1034.1,1519.8,165.4,33.29,1.79,1.41,1.60,168.9,165.4,64.4,82.4,259.1,-238.9,-64.5,-44.3,122.3,158.9,2.27,75.41
YORW,2015-12-01,310.5,201.5,109.1,12.8,8.51,109.1,8.51,87.1,84.2,47.1,22.7,3.67,0.97,0.84,0.60,22.7,22.7,10.8,12.5,20.7,-14.2,-5.1,1.4,4.2,7.4,0.51,24.94
NVR,2010-12-01,2260.1,519.7,1740.4,5.9,307.29,1691.4,298.65,99.7,-1091.1,3056.6,331.6,518.67,34.96,34.64,0,331.6,331.6,204.2,206.0,55.4,212.4,-324.2,-56.4,186.6,189.7,8.22,691.02
BEN,2011-09-01,13775.8,4653.3,9122.5,652.2,13.05,6376.5,9.76,998.2,-4559.3,7140.0,2621.3,10.77,2.89,2.58,0.33,2632.2,2621.3,1710.0,1923.6,1621.8,435.9,-968.2,1074.9,-2.6,20.7,2.25,27.82
SO,2013-12-01,64546.0,44407.0,20139.0,887.9,21.43,19008.0,21.43,23295.0,22633.0,17087.0,3255.0,19.49,1.88,1.78,2.01,3255.0,3255.0,1558.1,1644.0,6097.0,-5742.0,-324.0,31,-1423.9,-867.6,0.62,41.11
BF.B,2010-04-01,3383.0,1488.0,1895.0,551.2,3.44,560,1.02,699,467,2469.0,722,4.45,0.81,0.78,0.31,727,722,433.8,449,545,-35.0,-637.0,-108.0,409.9,429.3,0.92,14.13
ATO,2017-09-01,10749.6,6850.9,3898.7,106.1,36.74,3168.5,29.86,3626.9,3600.5,2759.7,727.2,26.01,3.73,3.56,1.80,727.2,727.2,377.6,396.4,867.1,-1056.3,168.1,-21.1,-382.8,-314.2,-2.54,83.84
ITW,2018-12-01,14870.0,11612.0,3258.0,328.1,9.92,-2463.0,-7.51,7380.0,5876.0,14768.0,3604.0,44.08,7.65,6.32,3.56,3793.0,3604.0,2116.9,2563.0,2811.0,-325.0,-3964.0,-1590.0,2126.9,2287.5,7.30,126.69
OGE,2010-12-01,7669.1,5269.1,2400.0,195.3,11.73,2286.8,11.72,2507.9,2505.6,3716.9,595.0,19.10,1.52,1.46,0.73,595.6,595.0,284.0,295.3,782.5,-846.1,7.8,-55.8,-301.1,-210.3,-0.50,22.77
CTSH,2012-12-01,6521.6,1667.2,4854.4,603.6,8.05,4457.7,7.39,0,-2863.8,7346.5,1361.5,12.19,1.74,1.44,0,1380.5,1361.5,866.3,1051.3,1172.6,-570.0,-343.0,259.2,650.7,650.7,1.39,36.94
MRK,2018-12-01,82637.0,55755.0,26882.0,2581.2,10.30,-4656.0,-1.80,25195.0,16331.0,42294.0,9943.0,15.88,2.33,2.26,1.92,13043.0,9943.0,6013.9,6220.0,10922.0,4314.0,-13160.0,1871.0,8585.9,9068.4,3.12,76.41
TAP,2015-12-01,12276.3,5213.2,7063.1,214.4,38.17,314,1.70,2937.4,2506.5,3567.5,404.5,19.25,2.13,2.73,1.64,434.4,404.5,506.6,395.2,715.9,-334.7,-531.5,-193.7,49.6,113.7,2.38,93.92
AWK,2019-12-01,22682.0,16561.0,6121.0,181.0,33.85,4553.0,25.18,9557.0,9489.0,3610.0,1220.0,19.94,3.43,3.01,1.96,1234.0,1220.0,544.4,621.0,1383.0,-1945.0,494,-68.0,-926.8,-685.5,-1.50,122.85
PEP,2017-12-01,79804.0,68823.0,10981.0,1419.9,7.78,-17537.0,-12.35,39281.0,19771.0,63525.0,10565.0,44.58,3.41,4.20,3.17,10633.0,10565.0,5985.3,4857.0,10030.0,-4403.0,-4186.0,1488.0,5168.8,5888.1,4.96,119.92
WYNN,2012-12-01,7276.6,7172.7,103.9,100.3,-2.58,-290.3,-2.90,5786.8,3922.7,5154.3,1065.2,50.00,4.87,2.62,2.50,1065.2,1065.2,269.6,502.0,1185.7,-344.9,-382.5,462.6,592.9,748.7,8.79,109.84
CMS,2012-12-01,17131.0,13893.0,3238.0,264.8,12.10,3194.0,12.10,7514.0,7421.0,6253.0,1003.0,23.99,1.47,1.48,0.96,1011.0,1003.0,386.8,382,1241.0,-1350.0,41,-68.0,-295.8,-50.1,0.05,24.38
PEP,2019-12-01,78547.0,63679.0,14868.0,1389.5,10.63,-16758.0,-12.05,33628.0,27890.0,67161.0,10725.0,48.01,5.23,4.35,3.79,10806.0,10725.0,6079.8,7314.0,9649.0,-6437.0,-8489.0,-5199.0,4416.8,5126.1,3.87,136.67
XEC,2012-12-01,6305.2,2830.4,3474.7,86.4,40.13,2854.5,32.96,750,680.5,1623.9,587.4,19.16,4.09,4.37,0.48,587.4,587.4,370.7,353.8,1192.8,-1415.1,289.4,67.1,-749.1,-740.3,-6.31,57.73
ENIA,2017-12-01,20169.0,11890.5,8278.5,57452.6,0.11,2086.9,0.04,5004.0,3422.7,10242.7,2137.2,0.18,0.01,0.01,0.01,2377.8,2137.2,607.8,709,1870.0,-2479.1,-588.5,-1216.7,546.9,816.9,0.01,11.17
WEC,2014-12-01,14905.0,10454.9,4450.1,225.5,19.60,3977.8,17.64,5212.4,5150.5,4997.1,1112.1,22.15,2.61,2.61,1.56,1112.1,1112.1,589.1,588.3,1198.9,-756.8,-406.2,35.9,526.3,677.3,1.94,52.74
POR,2014-12-01,7042.0,5131.0,1911.0,78.2,24.43,1624.0,20.76,2501.0,2374.0,1900.0,293,24.30,2.24,1.89,1.12,324,293,147.9,175,520,-994.0,494,20,-573.6,-499.9,-6.23,37.83
GD,2012-12-01,34309.0,22919.0,11390.0,351.3,32.42,-2041.0,-5.81,3909.0,613,30992.0,3060.0,87.71,-0.94,5.11,2.04,3274.0,3060.0,1806.9,-332.0,2671.0,-642.0,-1382.0,647,2843.5,2948.5,6.33,69.27
GPS,2012-01-01,7422.0,4667.0,2755.0,487.7,5.68,2579.0,5.32,1665.0,-220.0,14549.0,1452.0,27.50,1.57,1.64,0.45,1458.0,1452.0,865.6,833,1363.0,-454.0,-602.0,324,781.3,827.5,1.54,18.98
SKM,2018-12-01,38059.3,17983.4,20075.9,71.9,280.86,12600.8,175.33,9051.1,6583.2,15157.5,1072.6,214.63,39.58,33.35,8.98,1072.6,1072.6,2355.5,2809.7,3891.9,-3636.0,-214.1,44,-418.7,-246.2,13.26,26.8
TGT,2019-02-01,41290.0,29993.0,11297.0,516.3,21.82,10598.0,20.47,13448.0,11892.0,75356.0,4227.0,142.56,5.56,4.46,2.52,4241.0,4227.0,2355.0,2937.0,5973.0,-3416.0,-3644.0,-1087.0,1549.8,1837.9,4.65,72.64
PAYX,2015-05-01,6467.5,4682.0,1785.5,361.2,4.94,1191.6,3.30,0.0,-536.6,2739.6,1053.6,7.55,1.86,1.83,1.52,1068.1,1053.6,662.5,674.9,895.2,-285.0,-592.7,17.5,727.1,727.5,2.18,49.41
APH,2019-12-01,10815.5,6219.3,4596.2,298.1,15.21,-778.8,-2.61,3806.1,2897.5,8225.4,1639.7,27.65,3.88,3.20,0.96,1707.0,1639.7,950.8,1155.0,1502.3,-1228.8,-648.4,-388.1,997.1,1070.6,4.06,108.23
HES,2017-12-01,23112.0,10758.0,12354.0,311.9,35.43,10690.0,34.28,6977.0,2130.0,5347.0,-2849.0,17.02,-13.12,-6.71,1.00,-2849.0,-2849.0,-2107.4,-4074.0,945,1358.0,-188.0,2115.0,991.3,1194.4,-3.30,47.47
MSEX,2014-12-01,575.8,376.0,199.7,16.1,12.24,197.3,12.24,160.9,158.3,117.1,34.4,7.30,1.14,1.11,0.76,34.4,34.4,17.7,18.4,32.6,-21.8,-12.9,-2.2,9.1,12.6,0.61,23.06
CAG,2014-05-01,19319.5,13964.3,5355.2,422.5,12.46,-5774.9,-13.69,8946.4,8805.1,11838.2,1324.0,28.10,0.72,1.42,1.00,1352.9,1324.0,599.9,303.1,1568.6,-531.5,-1034.1,-7.3,457.4,694.8,2.63,25.13
LYV,2012-12-01,5290.8,3740.1,1550.7,188.0,7.22,-1104.3,-5.89,1742.8,741.8,5819.0,81.4,31.13,-0.88,-0.10,0,296.8,81.4,-18.3,-163.2,367.1,-203.8,-19.9,156.8,411.8,472.4,1.22,9.31
STE,2013-03-01,1761.1,814.1,947,58.9,16.08,240.5,4.09,492.3,350.3,1501.9,225.5,25.76,2.74,2.25,0.74,238.6,225.5,131.1,160.0,227.8,-487.1,254.2,-8.8,91.2,101.0,2.41,41.61
PFE,2015-12-01,167381.0,102383.0,64998.0,6184.1,10.48,-23904.0,-3.87,39038.0,15746.0,48851.0,13791.0,7.91,1.13,1.52,1.12,17519.0,13791.0,9374.6,6960.0,14688.0,-2980.0,-10409.0,298,13802.0,14551.4,2.14,32.28
DAR,2016-01-01,4760.6,2786.0,1974.6,164.2,11.36,-144.7,-0.88,1931.0,1774.1,3391.3,150.9,20.55,0.48,0.38,0,234.3,150.9,63.2,78.5,421.0,-229.7,-139.6,48.1,186.8,232,1.13,8.99
FDP,2013-12-01,2589.2,838,1751.2,56.2,30.47,1332.2,23.70,251.4,208.9,3683.7,113.5,65.28,-0.61,1.17,0.50,114.3,113.5,65.8,-34.4,108.7,-161.9,51.2,2.6,-85.5,-84.1,-0.90,28.3
NVDA,2017-01-01,9841.0,4079.0,5762.0,589.0,9.85,5040.0,8.62,2783.0,-4015.0,6910.0,1937.0,12.77,3.08,2.23,0.49,2005.0,1937.0,1205.6,1666.0,1672.0,-793.0,291,1170.0,764.4,800.6,2.77,109.18
RE,2017-12-01,23591.8,15222.6,8369.2,40.8,204.95,8369.2,204.95,633.4,-1.7,6637.2,465.9,163.50,11.77,6.46,5.05,465.9,465.9,262.1,482.8,1162.7,-732.6,-275.5,153.1,-317.1,-297.3,28.64,221.26
CXO,2018-12-01,26294.0,7526.0,18768.0,199.2,94.36,16525.0,83.09,4353.0,4353.0,3879.0,2169.0,22.69,13.27,7.78,0,2182.0,2169.0,1330.0,2286.0,2558.0,-2216.0,-342.0,0,-523.5,-430.4,-0.96,102.79
EMR,2018-09-01,20390.0,11400.0,8990.0,629.2,14.22,-259.0,-0.41,4760.0,3667.0,17408.0,2906.0,27.54,3.49,2.67,1.94,3117.0,2906.0,1686.5,2203.0,2892.0,-2720.0,-2092.0,-1969.0,2069.0,2195.3,3.60,76.58
RTX,2011-12-01,61452.0,38274.0,23178.0,888.4,24.63,19,0.02,10260.0,4300.0,55754.0,7930.0,62.48,5.58,4.78,1.87,8328.0,7930.0,4261.3,4979.0,6590.0,-707.0,-4005.0,1877.0,5123.6,5544.3,6.34,46.06
MKTX,2019-12-01,954.9,184.8,770.1,37.9,20.30,562.2,14.82,98,-258.6,511.4,250.2,13.79,5.53,4.35,2.04,251.0,250.2,161.5,204.9,265.9,-122.1,-118.1,26.8,163.2,163.2,6.24,379.11
COP,2018-12-01,69980.0,37916.0,32064.0,1134.4,28.06,31939.0,28.06,14968.0,7343.0,37491.0,9680.0,32.14,5.36,5.09,1.16,9680.0,9680.0,5939.5,6257.0,12934.0,-3843.0,-9359.0,-385.0,6344.6,6804.0,5.30,62.35
INCY,2013-12-01,629.6,822.7,-193.1,165.5,-1.18,-193.1,-1.18,661.6,152.6,354.9,-16.1,2.39,-0.56,-0.23,0,-16.1,-16.1,-33.4,-83.1,9.2,-37.4,275.6,247.4,36.9,37.2,0.03,50.63
VRSN,2011-12-01,1856.2,1944.3,-88.1,159.5,-0.55,-142.0,-0.89,690.1,-656.1,772,344.9,4.67,0.86,0.77,0,344.9,344.9,128.0,142.9,335.9,273.2,-852.2,-246.3,51.5,143.6,0.87,35.72
WWE,2014-12-01,382.6,176.7,205.9,75.5,2.73,205.9,2.73,25.9,-89.5,542.6,-35.3,7.21,-0.40,-0.32,0.48,-35.3,-35.3,-24.1,-30.1,54.7,-1.2,-39.2,14.3,56.7,58,0.57,12.34
WYNN,2011-12-01,6899.5,4676.0,2223.5,124.3,16.81,2053.3,16.52,3225.0,1840.4,5269.8,1029.3,42.48,4.94,2.46,2.00,1029.3,1029.3,304.9,613.4,1515.8,-459.1,-1057.6,4.1,1012.1,1127.2,10.74,101.19
NVDA,2012-01-01,5552.9,1407.2,4145.7,616.0,6.77,3178.6,5.19,21.4,-3108.1,3997.9,648.3,6.62,0.96,0.69,0,707.3,648.3,414.4,581.1,909.2,-1143.4,236.7,2.5,553,554.9,1.28,14.77
COP,2014-12-01,116539.0,64266.0,52273.0,1231.5,42.16,51911.0,42.16,22565.0,17503.0,55053.0,10365.0,44.49,5.55,5.07,2.84,10365.0,10365.0,6273.5,6869.0,16569.0,-14965.0,-2574.0,-1184.0,-2448.9,-2043.9,-0.42,69.06
PXD,2015-12-01,15154.0,6779.0,8375.0,163.3,56.02,8096.0,54.20,3655.0,2264.0,2878.0,50,19.32,-1.83,-0.46,0.08,62,50,-68.1,-273.0,1255.0,-1840.0,951,366,-1542.9,-1429.8,-5.74,125.38
CENT,2012-09-01,1149.5,684.7,464.9,48.7,9.54,174.9,3.60,449.8,378.6,1700.0,74.4,35.70,0.44,0.44,0,80.0,74.4,20.9,21.2,89.2,-44.5,-8.6,36.4,31.9,57.1,1.04,11.89
EBAY,2013-12-01,41488.0,17841.0,23647.0,1294.7,18.27,13439.0,10.39,4123.0,-4902.0,8257.0,2454.0,6.38,2.21,1.20,0,2629.0,2454.0,1555.6,2856.0,4995.0,-6012.0,-1354.0,-2323.0,1608.4,1667.8,3.33,23.09
MRK,2011-12-01,105128.0,48185.0,56943.0,3044.0,17.93,8060.0,2.65,17515.0,2543.0,48047.0,10653.0,15.65,2.04,2.11,1.52,15753.0,10653.0,6471.9,6272.0,12383.0,-2890.0,-6904.0,2631.0,11375.8,11810.1,3.47,37.7
VOD,2016-03-01,192593.8,95633.5,96960.3,26558.6,3.57,28200.0,1.06,67389.1,48828.7,56728.0,2083.0,2.13,-0.23,-0.00,0.16,8140.8,2083.0,-52.5,-6155.7,16327.1,-15797.5,4648.9,3893.9,-10433.1,-9702.0,0.02,32.05
SEIC,2011-12-01,1294.6,253.1,1041.5,176.6,5.81,716.2,4.06,0.0,-421.0,929.7,204.1,5.09,1.12,1.07,0.27,204.1,204.1,195.3,205.0,257.0,-32.0,-300.3,-75.3,133.8,134.1,1.12,17.11
DGX,2017-12-01,10503.0,5468.0,5035.0,135.6,36.45,-2533.0,-18.76,3944.0,3807.0,7402.0,1198.0,54.03,5.61,4.59,1.80,1272.0,1198.0,629.3,772.0,1175.0,-830.0,-592.0,-247.0,758.1,853.8,6.74,98.49
EW,2014-12-01,3523.0,1331.6,2191.4,647.0,3.39,1792.0,2.77,598.1,-840.7,2322.9,494.8,3.64,1.27,0.47,0,503.2,494.8,300.9,811.1,1022.3,-633.0,-153.0,233.4,398.8,409.6,1.45,21.23
INCY,2014-12-01,796.5,878.1,-81.6,171.8,-0.48,-81.6,-0.48,675.2,74.9,511.5,-4.8,3.05,-0.29,-0.18,0,-4.8,-4.8,-30.2,-48.5,26.3,-138.4,93.1,-19.1,40.7,34.3,-0.01,73.11
BWA,2017-12-01,9787.6,5961.7,3825.9,210.6,17.63,1342.3,6.37,2188.3,1643.0,9799.0,1222.0,46.57,2.09,3.38,0.59,1262.0,1222.0,711.4,440.0,1180.0,-752.0,-363.0,101,515.1,559.5,2.95,51.09
SWKS,2019-09-01,4839.6,717.3,4122.3,170.4,24.23,2824.6,16.61,0.0,-1054.6,3376.8,955.7,19.46,4.92,3.48,1.58,1012.4,955.7,602.9,853.6,1367.4,-336.9,-912.5,118,664.7,664.7,5.44,79.25
LEN,2019-11-01,29359.5,13325.7,16033.8,315.9,50.49,12291.6,38.91,9573.7,8361.8,22259.6,2487.4,69.91,5.76,4.90,0.16,2487.4,2487.4,1558.9,1849.1,1482.3,19.6,-1629.2,-127.3,1877.9,1888.9,4.38,59.65
UNM,2012-12-01,62236.1,53623.5,8612.6,269.8,31.87,8410.9,31.13,3242.9,3165.6,10515.4,1394.9,37.37,3.18,2.78,0.50,1394.9,1394.9,780.9,894.4,1379.6,-969.9,-449.0,-39.3,696.1,787,4.53,20.82
MAR,2012-12-01,6342.0,7627.0,-1285.0,312.3,-4.13,-3274.0,-10.53,2935.0,2847.0,2409.0,940,7.47,1.77,1.57,0.49,994,940,505.6,571,989,-585.0,-418.0,-14.0,198.1,283.7,1.52,37.27
PSMT,2010-08-01,572.6,236.5,336.0,29.3,11.45,298.6,10.18,65.0,-8.3,1395.9,73.4,47.72,1.66,1.55,0.50,73.4,73.4,45.3,49.3,83.0,-54.2,-1.1,29.2,21.1,22.8,1.12,25.81
PNR,2014-12-01,10655.2,5991.4,4663.8,182.5,25.56,-1686.2,-9.24,3004.1,2893.7,4666.8,578.0,24.48,1.13,1.67,1.10,638.6,578.0,319.1,214.9,1008.4,-128.3,-995.1,-145.6,624.6,669,4.85,44.6
SKM,2011-12-01,20992.5,10022.7,10969.9,69.7,144.16,5976.7,85.75,5862.0,3714.4,13619.7,1877.1,192.94,19.68,16.10,8.10,1877.1,1877.1,1136.7,1389.6,5433.3,-3652.2,-929.9,854.1,-585.9,-425.9,33.58,13.61
HD,2017-01-01,42966.0,38633.0,4333.0,1202.9,3.60,2240.0,1.86,23601.0,21063.0,94595.0,13427.0,76.97,6.47,6.35,2.96,13427.0,13427.0,7806.9,7957.0,9783.0,-1583.0,-7870.0,322,8269.4,8876.9,6.64,137.58
SLF,2017-12-01,214058.3,195786.6,18271.7,610.5,26.99,11027.8,18.06,8635.9,3787.0,23333.0,2312.3,38.06,2.79,2.11,1.39,2354.5,2312.3,1294.6,1783.3,1578.1,-269.6,-1606.0,-439.9,1382.8,1533.5,2.34,41.26
BWA,2018-12-01,10095.0,5750.0,4345.0,207.7,20.30,1934.0,9.29,2114.0,1375.0,10530.0,1297.0,50.58,4.47,3.63,0.68,1337.0,1297.0,754.8,931.0,1126.0,-514.0,-383.0,194,529.1,565.9,2.79,34.74
EIX,2015-12-01,50229.0,36835.0,13394.0,325.8,34.89,11368.0,34.89,11873.0,11712.0,11524.0,2013.0,35.35,3.13,2.85,1.73,2013.0,2013.0,928.5,1020.0,4509.0,-3892.0,-588.0,29,-155.4,262.1,0.87,59.21
ADSK,2013-01-01,4308.4,2265.2,2043.2,223.8,9.14,1027.5,4.60,745.6,-1208.7,2312.2,349.8,10.21,1.09,0.99,0,431.8,349.8,223.7,247.4,559.1,-647.2,541.4,455.3,422.4,422.4,2.22,38.88
TXN,2019-12-01,18018.0,9111.0,8907.0,934,9.56,4136.0,4.44,6135.0,748,14383.0,5682.0,15.37,5.33,3.80,3.21,5970.0,5682.0,3557.5,5017.0,6649.0,-1920.0,-4730.0,-1.0,4180.0,4286.3,6.20,128.29
BLL,2011-12-01,7284.6,5906.6,1378.0,312.2,3.80,-1253.8,-3.91,3144.8,2979.0,8630.9,867.2,26.11,1.34,1.26,0.14,899.6,867.2,415.3,444.0,948.4,-738.0,-216.8,13.8,448.9,559.6,1.53,17.86
HRL,2018-10-01,8142.3,2537.5,5604.8,534.6,10.49,1679.5,3.14,624.8,165.7,9545.7,1138.3,17.99,1.91,1.41,0.75,1150.9,1138.3,748.7,1012.1,1241.7,-1235.4,11.6,15,559.8,576.4,1.61,43.64
FSI,2018-12-01,31.2,11.7,19.5,11.7,1.46,11.3,0.97,8.1,0.3,17.8,1.1,1.53,0.21,0.08,0,1.1,1.1,0.9,2.5,-2.2,-2.6,6.1,0.9,-5.1,-5.1,-0.21,1.35
SEE,2016-12-01,7415.5,6805.8,609.7,193.5,3.15,-1313.3,-6.79,4142.6,3808.9,4211.3,629.3,21.67,2.49,1.42,0.61,644.3,629.3,275.7,486.4,906.9,-314.8,-544.5,8.4,355.6,480.2,3.25,45.34
TJX,2017-01-01,12883.8,8373.2,4510.6,1291.2,3.49,4168.0,3.22,2403.8,-1069.3,33183.7,3849.5,25.31,1.75,1.81,0.52,3849.5,3849.5,2378.7,2298.2,3626.9,-1214.9,-1586.9,834.4,2506.2,2544.8,1.98,37.46
ITW,2010-12-01,16412.3,6840.3,9572.0,498.4,19.21,2857.8,5.74,2868.3,1682.0,15416.0,2255.0,30.78,3.00,2.62,1.30,2462.0,2255.0,1311.3,1503.0,1488.0,-672.0,-1053.0,-160.0,1249.4,1358.7,2.40,53.4
WU,2018-12-01,8996.8,9306.6,-309.8,435.9,-0.70,-3314.1,-7.51,3433.7,2460.2,5589.9,1110.4,12.37,1.89,1.37,0.76,1298.2,1110.4,619.6,851.9,821.3,-328.8,-357.2,135.3,-178.5,-85.0,1.07,17.06
LNT,2017-12-01,14187.8,9805.6,4382.2,231.4,18.08,4182.2,18.08,5281.5,5253.6,3382.2,641.5,14.72,1.99,1.42,1.26,641.5,641.5,326.6,457.3,521.6,-1033.4,532.6,20.8,-773.7,-632.6,-4.12,42.61
AES,2014-12-01,38966.0,31563.0,7403.0,702.6,6.07,2533.0,3.60,20858.0,18610.0,16124.0,2793.0,22.39,1.07,0.96,0.20,2850.0,2793.0,689.6,769,1850.0,-656.0,-1262.0,-119.0,-669.3,237.6,-0.23,13.77
PXD,2012-12-01,13069.0,7201.7,5867.3,123.4,46.12,5391.2,43.70,3730.9,3501.5,2622.0,995,21.32,1.54,3.66,0.08,1003.0,995,450.3,192,1837.0,-3256.0,1111.0,-308.0,-1433.8,-1306.3,-7.49,106.59
CNX,2015-12-01,10929.9,6074.1,4855.8,229.1,20.53,4702.0,20.53,3700.2,3627.6,750.9,80.4,3.28,-1.64,-0.22,0.15,80.4,80.4,-51.3,-374.9,511.6,-996.2,373.8,-110.8,-754.7,-630.2,-1.43,7.9
EXPE,2018-12-01,18033.0,12352.0,5681.0,147.2,27.89,-6837.0,-46.47,3717.0,1246.0,11223.0,783.0,74.84,2.71,2.82,1.24,1066.0,783.0,423.6,406.0,1975.0,-559.0,-1489.0,-212.0,834.6,953.4,7.32,112.65
HLF,2018-12-01,2789.8,3513.2,-723.4,142.9,-5.07,-1126.4,-7.89,2453.8,1254.9,4891.8,683.1,34.89,2.12,2.32,0,683.1,683.1,325.9,296.6,648.4,-83.9,-593.1,-80.5,446.6,559.7,4.03,58.95
AWK,2015-12-01,17241.0,12192.0,5049.0,178.0,28.32,3735.0,20.95,6557.0,6508.0,3159.0,1072.0,17.65,2.66,2.72,1.33,1072.0,1072.0,486.9,476.0,1195.0,-1459.0,290,26,-174.6,26,0.20,59.75
JCI,2017-09-01,51884.0,30306.0,21578.0,925.4,22.03,-5982.0,-6.45,13572.0,13251.0,22835.0,1516.0,24.41,1.72,0.87,1.00,1997.0,1516.0,810.5,1611.0,100,-1247.0,-1352.0,-322.0,1141.8,1420.5,-0.71,40.29
ASH,2014-09-01,10920.0,7337.0,3583.0,69.4,51.19,-392.0,-5.60,3249.0,1856.0,6121.0,223,79.49,3.03,0.67,1.36,312,223,51.3,233,643,1440.0,-1034.0,1047.0,495.5,583.4,5.13,50.93
EW,2012-12-01,2221.5,742.2,1479.3,684.6,2.16,1027.6,1.50,189.3,-332.1,1899.6,419.9,2.76,0.42,0.38,0,429.6,419.9,261.6,291.5,362.1,-78.8,-155.6,139.7,199.2,201.9,0.36,15.03
ATVI,2017-12-01,18668.0,9206.0,9462.0,758.6,12.49,-1493.0,-1.97,4390.0,-378.0,7017.0,1324.0,9.31,0.36,0.98,0.34,2083.0,1324.0,736.3,273,2213.0,-207.0,-624.0,1458.0,2788.3,2889.5,2.73,63.32
ALXN,2016-12-01,13253.3,4559.5,8693.8,224.6,38.83,-646.7,-2.89,3289.0,1995.2,3084.1,793.4,13.75,1.78,1.96,0,1115.6,793.4,438.9,399.4,1086.3,-287.6,-836.2,-44.1,550.3,600.6,3.36,122.35
UAL,2010-12-01,39598.0,37871.0,1727.0,328.6,5.27,-7713.0,-23.52,15133.0,6453.0,23325.0,1677.0,112.68,1.22,2.88,0,1773.0,1677.0,596.3,253,1907.0,3320.0,-200.0,5027.0,4516.8,5006.1,7.20,23.82
PKI,2017-12-01,6091.5,3588.3,2503.2,110.5,22.68,-1846.0,-16.73,2006.1,1804.0,2257.0,319.6,20.54,2.66,1.77,0.28,393.3,319.6,194.9,292.6,288.5,-1266.6,782.2,-174.2,230.5,255.4,2.27,73.12
GL,2015-12-01,19853.2,15797.7,4055.6,121.3,33.14,3614.0,29.53,1233.9,1172.5,3766.1,842.8,30.11,4.21,3.83,0.54,842.8,842.8,478.9,527.1,1120.1,-633.4,-525.7,-4.6,529.8,577.7,8.66,57.16
ALL,2010-12-01,130874.0,111830.0,19044.0,529.8,35.68,18142.0,34.04,6492.0,5930.0,31400.0,1481.0,58.12,1.69,1.29,0.80,1481.0,1481.0,694.4,911,3689.0,2332.0,-6071.0,-50.0,547.3,776.6,6.53,31.88
JKHY,2014-06-01,1680.7,713.3,967.4,82.5,11.71,92,1.11,9.1,-61.2,1173.2,288.3,13.82,2.20,2.12,0.84,343.2,288.3,179.8,186.7,341.7,-131.8,-267.4,-57.5,208.9,209.6,2.71,59.43
COST,2018-09-01,40830.0,27727.0,13103.0,438.2,29.21,12799.0,29.21,6577.0,-682.0,141576.0,4480.0,322.85,7.15,6.23,2.14,4480.0,4480.0,2731.3,3134.0,5774.0,-2947.0,-1281.0,1509.0,2647.6,2747.0,6.40,234.88
FE,2012-12-01,50494.0,37401.0,13093.0,418.2,31.29,6637.0,15.87,19147.0,18975.0,14771.0,2134.0,35.34,1.84,1.94,2.20,2134.0,2134.0,811.5,770,2320.0,-3157.0,807,-30.0,-834.9,-254.3,-1.54,41.76
